edge_id,lat,lng,queue_len,type
1,31.237872,121.470259,39,3.0
2,31.232877,121.48753,39,3.0
3,31.232548,121.478971,17,2.0
4,31.227933,121.45361,24,3.0
5,31.235682,121.487831,4,1.0
6,31.251358,121.485526,26,3.0
7,31.244229,121.475231,10,2.0
8,31.23936,121.488752,3,1.0
9,31.244859,121.489305,9,1.0
10,31.23543,121.447652,10,2.0
11,31.239655,121.478097,25,3.0
12,31.228014,121.477667,35,3.0
13,31.216686,121.493011,3,1.0
14,31.234259,121.52572,26,3.0
15,31.229094,121.480266,6,1.0
16,31.232518,121.465177,10,2.0
17,31.225207,121.452948,16,2.0
18,31.242893,121.465382,16,2.0
19,31.240874,121.518086,17,2.0
20,31.245183,121.484965,1,1.0
21,31.312979,121.545236,2,1.0
22,31.217516,121.452872,22,3.0
23,31.228017,121.444777,12,2.0
24,31.221325,121.448881,36,3.0
25,31.23271,121.455345,16,2.0
26,31.236138,121.463199,6,1.0
27,31.225275,121.47164,12,2.0
28,31.24143,121.475172,32,3.0
29,31.232857,121.475333,16,2.0
30,31.228726,121.482748,41,3.0
31,31.236381,121.484201,3,1.0
32,31.242514,121.493696,13,2.0
33,31.233516,121.491431,9,1.0
34,31.22622,121.506261,15,2.0
35,31.223981,121.478274,5,1.0
36,31.224117,121.4732,24,3.0
37,31.256071,121.462096,9,1.0
38,31.248429,121.463698,2,1.0
39,31.237435,121.455917,5,1.0
40,31.236009,121.478941,2,1.0
41,31.224552,121.482535,5,1.0
42,31.219947,121.467027,6,1.0
43,31.223107,121.454329,5,1.0
44,31.206668,121.449678,8,1.0
45,31.200811,121.444401,3,1.0
46,31.166058,121.403691,8,1.0
47,31.228047,121.425893,5,1.0
48,31.224154,121.43807,4,1.0
49,31.229071,121.452449,13,2.0
50,31.242867,121.490229,2,1.0
51,31.244555,121.5099,4,1.0
52,31.236828,121.514196,2,1.0
53,31.234796,121.533464,3,1.0
54,31.224126,121.547664,1,1.0
55,31.221777,121.558508,2,1.0
56,31.207247,121.572933,2,1.0
57,31.242837,121.455083,13,2.0
58,31.234737,121.513936,2,1.0
59,31.233452,121.480931,1,1.0
60,31.220334,121.367655,2,1.0
61,31.213903,121.410198,3,1.0
62,31.256232,121.498254,2,1.0
63,31.25563,121.508513,37,3.0
64,31.247009,121.47942,4,1.0
65,31.242365,121.503571,24,3.0
66,31.245624,121.522839,15,2.0
67,31.235072,121.518805,6,1.0
68,31.288572,121.534233,3,1.0
69,31.286253,121.531109,1,1.0
70,31.283793,121.518888,2,1.0
71,31.240478,121.526884,22,3.0
72,31.240601,121.442307,5,1.0
73,31.242082,121.522779,2,1.0
74,31.241762,121.50497,4,1.0
75,31.244701,121.514543,2,1.0
76,31.237926,121.46594,3,1.0
77,31.23537,121.522706,2,1.0
78,31.233011,121.523809,1,1.0
79,31.228627,121.480756,17,2.0
80,31.242584,121.449606,2,1.0
81,31.230395,121.46599,30,3.0
82,31.241014,121.48529,27,3.0
83,31.239454,121.46057,7,1.0
84,31.233674,121.498294,38,3.0
85,31.235982,121.466191,2,1.0
86,31.223367,121.46595,1,1.0
87,31.236177,121.493181,5,1.0
88,31.235177,121.451385,1,1.0
89,31.255256,121.500499,2,1.0
90,31.197512,121.470198,1,1.0
91,31.234238,121.521932,1,1.0
92,31.299799,121.530915,2,1.0
93,31.246573,121.495702,1,1.0
94,31.229057,121.452254,5,1.0
95,31.279562,121.467095,4,1.0
96,31.159523,121.435774,13,2.0
97,31.262045,121.446891,1,1.0
98,31.230363,121.5056,4,1.0
99,31.263495,121.496653,4,1.0
100,31.260348,121.542138,1,1.0
101,31.262331,121.563212,1,1.0
102,31.227544,121.537532,1,1.0
103,31.187859,121.444801,4,1.0
104,31.203194,121.46865,1,1.0
105,31.237596,121.488614,1,1.0
106,31.2419,121.506952,4,1.0
107,31.275801,121.484797,1,1.0
108,31.261655,121.474716,3,1.0
109,31.258656,121.472538,3,1.0
110,31.248715,121.481228,16,2.0
111,31.225269,121.491889,4,1.0
112,31.218022,121.504024,8,1.0
113,31.188514,121.49841,6,1.0
114,31.178033,121.487803,3,1.0
115,31.09599,121.238111,1,1.0
116,31.244292,121.495265,14,2.0
117,31.242132,121.488632,1,1.0
118,31.241594,121.48526,1,1.0
119,31.240686,121.480699,6,1.0
120,31.16807,121.488657,1,1.0
121,31.150587,121.499019,1,1.0
122,31.116086,121.488253,6,1.0
123,31.230277,121.448573,2,1.0
124,31.241223,121.45891,3,1.0
125,31.224758,121.446392,3,1.0
126,31.239149,121.488022,6,1.0
127,31.228927,121.486896,5,1.0
128,31.240412,121.45723,3,1.0
129,31.225266,121.444323,25,3.0
130,31.227165,121.480195,30,3.0
131,31.237221,121.467334,6,1.0
132,31.240869,121.481603,23,3.0
133,31.223665,121.458791,27,3.0
134,31.217372,121.460724,32,3.0
135,31.250734,121.487731,10,2.0
136,31.231585,121.517218,7,1.0
137,31.243738,121.486223,3,1.0
138,31.238561,121.455041,2,1.0
139,31.227762,121.495598,4,1.0
140,31.242296,121.490613,1,1.0
141,31.233644,121.525549,1,1.0
142,31.251584,121.4917,26,3.0
143,31.230748,121.485488,6,1.0
144,31.241188,121.483341,2,1.0
145,31.231401,121.497622,2,1.0
146,31.245242,121.479617,13,2.0
147,31.206958,121.591146,2,1.0
148,31.180043,121.609028,1,1.0
149,31.214719,121.624972,1,1.0
150,31.154675,121.81374,2,1.0
151,31.215428,121.660427,1,1.0
152,31.239615,121.489026,2,1.0
153,31.246109,121.496577,1,1.0
154,31.225477,121.448153,3,1.0
155,31.242261,121.507912,1,1.0
156,31.233059,121.458379,1,1.0
157,31.238593,121.450062,3,1.0
158,31.25079,121.48933,13,2.0
159,31.233679,121.494765,4,1.0
160,31.234688,121.502656,2,1.0
161,31.252974,121.502684,3,1.0
162,31.222119,121.454078,4,1.0
163,31.286066,121.474323,7,1.0
164,31.223004,121.465956,34,3.0
165,31.239726,121.510008,13,2.0
166,31.23909,121.474138,8,1.0
167,31.228755,121.523626,27,3.0
168,31.247955,121.495452,2,1.0
169,31.25037,121.488549,14,2.0
170,31.174053,121.282683,29,3.0
171,31.127837,121.380654,30,3.0
172,30.975316,121.349759,1,1.0
173,31.045101,121.223676,26,3.0
174,31.140855,121.360032,36,3.0
175,31.025763,121.541983,23,3.0
176,31.206201,121.085991,5,1.0
177,31.147903,121.403379,31,3.0
178,31.036404,121.272345,12,2.0
179,31.025227,121.44251,24,3.0
180,31.19232,121.142889,8,1.0
181,31.099642,121.449578,49,3.0
182,31.10888,121.390919,16,2.0
183,31.157536,121.203337,27,3.0
184,31.146522,121.352501,72,4.0
185,31.021245,121.226791,2,1.0
186,31.131231,121.398758,93,4.0
187,31.131416,121.429704,23,3.0
188,31.143754,121.434357,20,3.0
189,31.142941,121.443942,17,2.0
190,31.111821,121.385462,67,4.0
191,31.112806,121.462647,8,1.0
192,31.074013,121.407487,4,1.0
193,31.042415,121.482986,2,1.0
194,31.016895,121.42971,29,3.0
195,31.002479,121.390889,4,1.0
196,31.158843,121.127268,21,3.0
197,31.178359,121.279284,13,2.0
198,31.15228,121.118001,13,2.0
199,31.120864,121.389141,43,3.0
200,31.111396,121.379353,35,3.0
201,31.012788,121.228073,1,1.0
202,31.070433,121.467199,1,1.0
203,31.030657,121.236586,2,1.0
204,46.247857,128.762232,2,1.0
205,31.108792,121.061126,3,1.0
206,31.114038,121.415096,47,3.0
207,31.129955,121.336848,49,3.0
208,31.124501,121.32791,28,3.0
209,31.011339,121.296295,19,2.0
210,31.031459,121.300841,20,3.0
211,31.122623,121.433813,11,2.0
212,31.141982,121.459872,55,4.0
213,31.045834,121.408322,41,3.0
214,31.015724,121.40907,6,1.0
215,31.018176,121.418004,42,3.0
216,31.038725,121.464203,2,1.0
217,31.03333,121.427385,25,3.0
218,31.044667,121.46191,10,2.0
219,31.019533,121.388705,6,1.0
220,31.128227,121.45441,17,2.0
221,31.062583,121.44986,6,1.0
222,24.284812,102.999068,9,1.0
223,31.098558,121.377147,25,3.0
224,31.102445,121.413911,18,2.0
225,31.069757,121.399847,55,4.0
226,31.137509,121.40768,50,4.0
227,31.120714,121.42693,75,4.0
228,31.106089,121.039819,3,1.0
229,31.157362,121.221594,3,1.0
230,30.982046,121.207872,17,2.0
231,31.117005,121.271194,86,4.0
232,31.124664,121.323455,32,3.0
233,31.087306,121.275545,42,3.0
234,31.06623,121.321933,26,3.0
235,31.021462,121.321255,19,2.0
236,31.009423,121.245898,15,2.0
237,31.020065,121.23311,33,3.0
238,31.038291,121.194794,26,3.0
239,31.057696,121.207516,23,3.0
240,31.071955,121.234457,10,2.0
241,31.019982,121.244295,12,2.0
242,31.011886,121.234971,90,4.0
243,31.007327,121.431151,19,2.0
244,31.005717,121.202014,7,1.0
245,31.01217,121.265575,27,3.0
246,31.040378,121.255563,60,4.0
247,31.024911,121.255017,1,1.0
248,30.940804,121.073937,3,1.0
249,31.08093,121.159291,21,3.0
250,31.019691,121.249497,13,2.0
251,31.015452,121.154814,13,2.0
252,30.954604,121.333773,36,3.0
253,31.142865,121.330843,43,3.0
254,31.104981,121.360938,45,3.0
255,31.096325,121.341209,50,4.0
256,31.13756,121.339005,47,3.0
257,31.077825,121.33981,60,4.0
258,31.118723,121.248449,16,2.0
259,31.134254,121.280533,33,3.0
260,31.138371,121.416975,60,4.0
261,31.115176,121.36579,19,2.0
262,31.116021,121.287621,86,4.0
263,31.212113,121.444193,17,2.0
264,31.1744,121.285083,83,4.0
265,31.051731,121.423756,14,2.0
266,31.050708,121.217094,18,2.0
267,31.015959,121.227509,14,2.0
268,30.996346,121.297687,2,1.0
269,31.023241,121.226517,13,2.0
270,31.134484,121.42764,5,1.0
271,31.10346,121.419988,1,1.0
272,30.893975,121.016922,6,1.0
273,31.307215,121.486962,28,3.0
274,30.893084,121.252519,5,1.0
275,30.834815,121.197836,25,3.0
276,30.796356,121.199264,3,1.0
277,31.075231,121.436269,25,3.0
278,31.105352,121.438535,18,2.0
279,31.090076,121.406999,11,2.0
280,31.012926,121.423939,25,3.0
281,31.120753,121.381579,70,4.0
282,31.150193,121.45419,36,3.0
283,31.019246,121.250749,8,1.0
284,31.147783,121.366475,22,3.0
285,31.121152,121.141999,22,3.0
286,31.007639,121.416247,6,1.0
287,31.069261,121.375484,17,2.0
288,31.130891,121.472384,8,1.0
289,31.100465,121.401931,23,3.0
290,31.10114,121.181649,32,3.0
291,30.97533,121.271449,9,1.0
292,31.054594,121.339133,26,3.0
293,31.066368,121.2082,24,3.0
294,31.00153,121.235235,1,1.0
295,31.035335,121.117893,7,1.0
296,31.149628,121.43924,40,3.0
297,31.121932,121.33481,34,3.0
298,31.018376,121.40507,24,3.0
299,31.080824,121.390896,14,2.0
300,31.108876,121.345256,15,2.0
301,31.04822,121.231928,15,2.0
302,30.962059,121.244644,5,1.0
303,31.121363,121.369095,20,3.0
304,31.032565,121.409407,22,3.0
305,31.150287,121.471783,1,1.0
306,30.918528,121.113765,1,1.0
307,30.939177,121.223182,14,2.0
308,31.11447,121.460831,3,1.0
309,30.774911,121.259927,14,2.0
310,30.889117,121.317123,2,1.0
311,31.163201,121.11139,4,1.0
312,31.023331,121.315006,6,1.0
313,31.038201,121.216468,39,3.0
314,31.042348,121.28911,3,1.0
315,31.030806,121.396875,2,1.0
316,31.132785,121.413457,38,3.0
317,31.095884,121.350551,23,3.0
318,31.065995,121.314532,1,1.0
319,31.010331,121.381275,8,1.0
320,30.994999,121.264867,1,1.0
321,30.847557,121.226776,7,1.0
322,31.048845,121.231719,1,1.0
323,31.11794,121.457471,31,3.0
324,31.057816,121.413943,14,2.0
325,30.852446,121.262447,2,1.0
326,31.054947,120.995325,4,1.0
327,30.949238,121.021134,2,1.0
328,30.920347,121.057024,2,1.0
329,30.894639,121.21016,9,1.0
330,30.989121,121.127308,1,1.0
331,31.130862,121.091425,8,1.0
332,31.113159,121.06421,13,2.0
333,31.17665,121.132941,10,2.0
334,30.899117,121.175731,27,3.0
335,31.07195,121.150279,21,3.0
336,31.167279,121.113649,9,1.0
337,31.148785,121.115114,7,1.0
338,31.158515,121.1384,1,1.0
339,31.171648,121.110276,3,1.0
340,31.143297,121.132883,10,2.0
341,31.119806,121.071074,9,1.0
342,30.892415,121.023553,25,3.0
343,30.795602,121.152307,4,1.0
344,30.930023,121.011969,3,1.0
345,31.018041,121.055413,4,1.0
346,30.934254,121.279662,2,1.0
347,31.132602,121.095863,1,1.0
348,31.105808,121.038742,13,2.0
349,30.879349,121.094749,1,1.0
350,31.154875,121.131226,22,3.0
351,30.889377,121.176142,14,2.0
352,31.16691,121.115166,8,1.0
353,31.048503,121.141872,6,1.0
354,31.219455,121.098597,14,2.0
355,30.938138,121.327668,24,3.0
356,30.939279,121.074396,4,1.0
357,30.935029,121.186594,3,1.0
358,31.154144,121.118793,2,1.0
359,30.814394,121.18284,1,1.0
360,30.898595,121.030128,29,3.0
361,30.898527,121.22367,12,2.0
362,28.738742,120.640606,4,1.0
363,25.222206,117.086322,8,1.0
364,30.957633,121.343012,15,2.0
365,30.941447,121.293964,4,1.0
366,30.975236,121.195313,1,1.0
367,31.109998,121.164842,22,3.0
368,31.236935,121.106513,12,2.0
369,30.899462,121.164967,2,1.0
370,30.858416,121.035215,6,1.0
371,30.874563,121.067902,5,1.0
372,30.897459,121.151158,7,1.0
373,30.900763,121.246509,4,1.0
374,31.137582,121.083916,16,2.0
375,30.793053,121.176224,7,1.0
376,31.15702,121.106352,2,1.0
377,30.993883,121.129758,9,1.0
378,31.073061,120.970637,1,1.0
379,31.144812,121.119606,3,1.0
380,31.176489,121.188906,3,1.0
381,30.990942,121.12541,1,1.0
382,30.810888,121.234763,2,1.0
383,31.115773,120.907942,2,1.0
384,31.098359,121.073778,11,2.0
385,30.967758,121.08302,1,1.0
386,31.068626,121.108326,2,1.0
387,31.042021,121.204506,21,3.0
388,30.89659,121.281933,8,1.0
389,30.88883,121.130607,8,1.0
390,30.895162,121.094602,1,1.0
391,30.773575,121.14093,2,1.0
392,30.95485,121.328077,8,1.0
393,31.081917,121.062248,4,1.0
394,30.979419,121.022464,1,1.0
395,30.866289,121.103027,13,2.0
396,30.829105,121.180127,7,1.0
397,30.891157,121.186557,2,1.0
398,30.889225,121.177092,3,1.0
399,30.900013,121.049649,3,1.0
400,31.143835,120.935676,2,1.0
401,31.206089,121.105074,5,1.0
402,31.004198,121.067198,2,1.0
403,31.05815,120.970188,4,1.0
404,30.945561,121.150834,2,1.0
405,30.983162,121.054057,29,3.0
406,31.057607,121.030715,2,1.0
407,30.909885,121.195459,6,1.0
408,30.99055,121.126163,1,1.0
409,31.010877,121.240031,1,1.0
410,31.152177,121.172752,6,1.0
411,31.175318,121.181299,18,2.0
412,31.132833,121.17281,4,1.0
413,31.188696,121.181232,2,1.0
414,31.152749,121.182589,3,1.0
415,30.94602,121.106186,4,1.0
416,31.126748,120.934108,6,1.0
417,30.802409,121.205114,13,2.0
418,31.19706,121.095538,18,2.0
419,31.092058,121.38753,111,5.0
420,30.956973,121.097333,1,1.0
421,30.8406,121.251681,3,1.0
422,30.828106,121.187081,2,1.0
423,31.150797,121.728702,7,1.0
424,30.893492,121.315973,2,1.0
425,30.904648,121.173227,10,2.0
426,30.874727,121.250912,2,1.0
427,30.94469,121.299291,5,1.0
428,30.929919,121.206039,26,3.0
429,31.053198,120.907525,6,1.0
430,31.060659,121.399957,4,1.0
431,31.158559,121.319801,55,4.0
432,31.123394,121.278015,50,4.0
433,31.121127,121.243829,18,2.0
434,31.127539,121.389284,7,1.0
435,31.134786,121.444969,42,3.0
436,31.109806,121.242241,22,3.0
437,31.058407,121.330724,17,2.0
438,31.10221,121.277743,14,2.0
439,31.073134,121.317814,41,3.0
440,31.044697,121.22462,3,1.0
441,31.145654,121.375598,12,2.0
442,31.106759,121.398956,14,2.0
443,31.043159,121.420296,15,2.0
444,31.102,121.462298,20,3.0
445,31.174217,121.289644,1,1.0
446,30.993594,121.348984,10,2.0
447,31.184319,121.230946,7,1.0
448,31.127217,121.335543,28,3.0
449,39.084494,117.236165,2,1.0
450,31.023902,121.350511,1,1.0
451,31.116103,121.43571,34,3.0
452,31.053362,121.431405,6,1.0
453,31.047441,121.470836,4,1.0
454,31.13264,121.32443,11,2.0
455,31.132311,121.362691,7,1.0
456,30.986462,121.409757,5,1.0
457,31.01613,121.203009,21,3.0
458,31.152571,121.412981,1,1.0
459,31.151421,121.279419,9,1.0
460,30.993285,121.36769,1,1.0
461,31.024417,121.471297,15,2.0
462,31.054506,121.460002,19,2.0
463,31.036007,121.46539,3,1.0
464,31.146551,121.235394,2,1.0
465,31.184979,121.31046,2,1.0
466,31.209704,121.368486,4,1.0
467,31.039725,121.225427,3,1.0
468,31.039158,121.239632,18,2.0
469,30.975655,121.228194,5,1.0
470,31.325382,121.553285,32,3.0
471,31.036623,121.377512,2,1.0
472,31.13107,121.298444,17,2.0
473,31.103599,121.416145,2,1.0
474,31.038911,121.226883,6,1.0
475,31.045516,121.216817,22,3.0
476,31.02877,121.456878,6,1.0
477,31.129482,121.192266,1,1.0
478,31.016211,121.412788,4,1.0
479,31.056648,121.404326,30,3.0
480,31.087507,121.398717,15,2.0
481,31.068209,121.373076,13,2.0
482,31.113501,121.393037,28,3.0
483,31.00816,121.274391,10,2.0
484,31.026816,121.426094,9,1.0
485,31.08111,121.263537,24,3.0
486,31.171972,121.140685,29,3.0
487,31.086916,121.387535,23,3.0
488,31.060038,121.195223,8,1.0
489,31.113744,121.341878,31,3.0
490,31.035283,121.246093,7,1.0
491,31.099085,121.386207,4,1.0
492,31.063518,121.215539,4,1.0
493,31.025516,121.30169,2,1.0
494,31.244249,121.675329,52,4.0
495,31.096053,121.518157,5,1.0
496,31.030606,121.225475,1,1.0
497,31.139255,121.409759,8,1.0
498,31.164195,121.330502,37,3.0
499,31.094914,121.43682,40,3.0
500,31.151008,121.324166,12,2.0
501,31.106732,121.290566,2,1.0
502,31.152563,121.460663,1,1.0
503,31.078365,121.404647,24,3.0
504,30.997412,121.247239,7,1.0
505,31.051247,121.480621,11,2.0
506,31.059755,121.389723,23,3.0
507,31.161635,121.286602,5,1.0
508,31.235929,121.449652,2,1.0
509,31.119287,121.204986,14,2.0
510,30.998611,121.216212,21,3.0
511,30.98383,121.235077,16,2.0
512,31.078791,121.422082,27,3.0
513,31.10366,121.420217,31,3.0
514,31.125695,121.46401,22,3.0
515,31.012212,121.413472,50,4.0
516,31.114131,121.394475,33,3.0
517,31.198093,121.126168,22,3.0
518,31.120822,121.29001,29,3.0
519,31.142218,121.413767,8,1.0
520,31.123621,121.266561,8,1.0
521,31.242039,121.687875,2,1.0
522,31.088099,121.430111,17,2.0
523,31.058092,121.235964,13,2.0
524,31.139657,121.298915,39,3.0
525,31.03732,121.18963,22,3.0
526,31.036429,121.324198,11,2.0
527,31.040309,121.308498,5,1.0
528,31.175621,121.317835,32,3.0
529,31.148848,121.314851,59,4.0
530,31.176807,121.251063,19,2.0
531,31.013082,121.391811,3,1.0
532,31.08532,121.237002,12,2.0
533,31.111607,121.324796,21,3.0
534,31.109649,121.402441,45,3.0
535,31.051162,121.311884,2,1.0
536,31.036987,121.386554,20,3.0
537,31.155344,121.2025,9,1.0
538,31.082701,121.448694,64,4.0
539,31.126179,121.378046,19,2.0
540,30.894923,121.319564,9,1.0
541,30.866245,121.343018,28,3.0
542,30.816155,121.298392,11,2.0
543,30.771941,121.373524,38,3.0
544,30.715526,121.351073,14,2.0
545,30.716187,121.349498,32,3.0
546,30.72456,121.344043,16,2.0
547,30.790922,121.348126,4,1.0
548,30.718302,121.314644,1,1.0
549,30.74139,121.380141,38,3.0
550,30.723654,121.330778,9,1.0
551,30.73407,121.350673,29,3.0
552,30.747024,121.287991,12,2.0
553,30.731903,121.334173,36,3.0
554,30.739639,121.373695,12,2.0
555,30.719537,121.355948,18,2.0
556,30.718108,121.283169,5,1.0
557,30.948258,121.324472,4,1.0
558,30.739797,121.32739,16,2.0
559,30.766975,121.362906,19,2.0
560,30.853798,121.344272,7,1.0
561,30.846072,121.32313,1,1.0
562,30.749894,121.270796,9,1.0
563,30.758612,121.320541,10,2.0
564,30.838466,121.228977,2,1.0
565,30.751838,121.360056,9,1.0
566,30.808567,121.29074,17,2.0
567,30.746649,121.378099,1,1.0
568,30.889897,121.320413,35,3.0
569,30.814573,121.352883,13,2.0
570,30.730296,121.342643,19,2.0
571,30.705762,121.33512,5,1.0
572,30.799332,121.268825,10,2.0
573,30.746286,121.344028,8,1.0
574,35.24116,113.276351,10,2.0
575,30.827125,121.329382,7,1.0
576,30.7834,121.299618,3,1.0
577,30.741272,121.3348,9,1.0
578,30.734301,121.25722,16,2.0
579,30.830149,121.35652,22,3.0
580,30.736314,121.354852,6,1.0
581,30.716044,121.291037,7,1.0
582,30.811433,121.309343,12,2.0
583,30.887807,121.346419,34,3.0
584,30.77648,121.358227,1,1.0
585,30.763589,121.264689,9,1.0
586,30.873326,121.284335,6,1.0
587,30.7653,121.292527,1,1.0
588,30.903508,121.331287,22,3.0
589,30.807278,121.304136,3,1.0
590,30.875057,121.324697,10,2.0
591,30.763912,121.333802,6,1.0
592,30.750457,121.376839,10,2.0
593,30.738649,121.382934,14,2.0
594,30.781759,121.168333,3,1.0
595,30.770905,121.407376,2,1.0
596,30.741693,121.367052,15,2.0
597,31.342417,121.40922,32,3.0
598,31.324464,121.387532,28,3.0
599,31.492988,121.292044,3,1.0
600,31.308964,121.403345,10,2.0
601,31.302746,121.376994,25,3.0
602,31.276718,121.371696,17,2.0
603,31.276349,121.39526,8,1.0
604,31.288233,121.304952,4,1.0
605,31.353347,121.441038,28,3.0
606,31.343106,121.455682,44,3.0
607,31.327049,121.443238,18,2.0
608,31.235461,121.498056,23,3.0
609,31.370457,121.470415,10,2.0
610,31.357773,121.508693,4,1.0
611,31.337749,121.579688,18,2.0
612,31.260555,121.410883,24,3.0
613,31.287814,121.355886,31,3.0
614,31.370336,121.265507,10,2.0
615,31.406017,121.240101,23,3.0
616,31.313065,121.417971,26,3.0
617,31.357217,121.439635,10,2.0
618,31.33167,121.440751,46,3.0
619,31.337218,121.465181,106,5.0
620,31.354948,121.496863,33,3.0
621,31.387987,121.495216,22,3.0
622,31.345443,121.596458,5,1.0
623,31.355885,121.375057,14,2.0
624,31.31394,121.382812,29,3.0
625,31.318369,121.407014,32,3.0
626,31.316181,121.405014,11,2.0
627,31.313444,121.309439,12,2.0
628,31.405231,121.506638,30,3.0
629,31.246097,121.39928,25,3.0
630,31.441487,121.179013,13,2.0
631,31.327484,121.406697,12,2.0
632,31.260835,121.366953,30,3.0
633,31.255942,121.38141,10,2.0
634,31.266232,121.402951,6,1.0
635,31.320829,121.389518,2,1.0
636,31.291773,121.203129,1,1.0
637,31.332214,121.21858,3,1.0
638,31.24448,121.37062,39,3.0
639,31.346682,121.49352,11,2.0
640,31.339206,121.453188,33,3.0
641,31.473557,121.331298,41,3.0
642,31.282237,121.42091,30,3.0
643,31.337262,121.473928,59,4.0
644,31.283959,121.416644,36,3.0
645,31.488248,121.349833,11,2.0
646,31.415226,121.349387,10,2.0
647,31.460409,121.401649,1,1.0
648,31.420016,121.44113,23,3.0
649,31.355465,121.412867,22,3.0
650,31.402222,121.493387,33,3.0
651,31.200882,121.446511,25,3.0
652,31.420803,121.280523,1,1.0
653,31.444231,121.225828,5,1.0
654,31.415595,121.188844,2,1.0
655,31.397562,121.15864,2,1.0
656,31.359545,121.18156,20,3.0
657,31.321416,121.215,13,2.0
658,31.273767,121.222048,12,2.0
659,31.293561,121.362372,16,2.0
660,31.370388,121.187891,12,2.0
661,31.338059,121.289933,65,4.0
662,31.390234,121.254572,99,4.0
663,31.248587,121.277434,9,1.0
664,31.311631,121.354326,16,2.0
665,31.405792,121.489703,4,1.0
666,31.346801,121.577398,16,2.0
667,31.350616,121.589116,6,1.0
668,31.342336,121.605688,1,1.0
669,31.406426,121.476433,20,3.0
670,31.285059,121.406807,21,3.0
671,31.312069,121.172955,4,1.0
672,31.209904,121.234203,11,2.0
673,31.202075,121.187355,40,3.0
674,31.358014,121.37617,22,3.0
675,31.294057,121.171316,14,2.0
676,31.344291,121.487858,14,2.0
677,31.395694,121.391302,3,1.0
678,31.395438,121.472743,7,1.0
679,31.414938,121.486809,20,3.0
680,31.355737,121.403678,32,3.0
681,31.412982,121.496282,68,4.0
682,31.388641,121.444174,88,4.0
683,31.403259,121.447841,36,3.0
684,31.371366,121.236234,3,1.0
685,31.382812,121.242351,15,2.0
686,31.365408,121.245027,9,1.0
687,31.252264,121.38269,72,4.0
688,31.280262,121.364633,36,3.0
689,31.378631,121.277965,13,2.0
690,31.39034,121.272165,17,2.0
